date,unemployment_rate,gdp_growth,stock_index,retail_sales,year,month,quarter,day_of_week,day_name,month_name,is_weekend,unemployment_ma7,unemployment_ma30,gdp_ma7,gdp_ma30,stock_ma7,stock_ma30,retail_ma7,retail_ma30,unemployment_change,gdp_change,stock_change,retail_change,economic_status,gdp_status,stock_status
2020-01-11,2.971539973998623,-2.8286317188100294,796.5305515283528,31596.68891323213,2020,1,1,5,Saturday,January,1,2.6853555364745163,2.6325457594997554,-3.419758985660054,-3.4255849417102344,786.2236336585638,791.3384009507658,31671.073516692002,32316.80513864483,0.18388089549719622,2.1310384050697464,4.785360988298226,-4.514561627487412,Tốt,Suy thoái,Thấp
2020-01-12,2.3314434028897715,-3.7198442083947088,786.1808368712063,35671.36667865675,2020,1,1,6,Sunday,January,1,2.6903973563302443,2.607453896448923,-3.5674863486586226,-3.4501065472672736,788.1409992495412,790.9086039441358,32729.398914215235,32596.351933645827,-0.6400965711088515,-0.8912124895846794,-1.2993493642256215,12.895901138926668,Tốt,Suy thoái,Thấp
2020-01-13,2.9030854868705385,-4.763040155362734,809.7225190818439,31344.75315875105,2020,1,1,0,Monday,January,0,2.667310335786541,2.6301947880198164,-3.7870954707837945,-3.551101440197694,789.2405239554279,792.355828185498,33174.97001669973,32500.07510480776,0.571642083980767,-1.0431959469680256,2.9944360262363023,-12.129093787972078,Tốt,Suy thoái,Thấp
2020-01-14,2.6219233999082125,-2.388323711159132,830.9299856748785,35293.8403573486,2020,1,1,1,Tuesday,January,0,2.6866300811102213,2.629603974583273,-3.715559228050794,-3.4680458881235112,798.5919229550774,795.1111251490253,33413.07663131567,32699.62976570354,-0.2811620869623259,2.3747164442036026,2.6191029758048545,12.598877964030208,Tốt,Suy thoái,Thấp
2020-01-15,2.5982347430332084,-3.309212375851214,809.9379029421069,35426.63538136708,2020,1,1,2,Wednesday,January,0,2.701405273968629,2.6275126924799355,-3.718061888916214,-3.4574569873053576,802.5903659992188,796.0995770018973,33037.3338924357,32881.43014008111,-0.0236886568750041,-0.9208886646920824,-2.5263359241659678,0.3762555241196175,Tốt,Suy thoái,Thấp
2020-01-16,2.731247728646413,-3.185658976663817,766.8099507798191,28911.380127757988,2020,1,1,3,Thursday,January,0,2.706447687692599,2.6339961322403407,-3.593483038588773,-3.4404696116402613,794.3237379158935,794.2689753630174,33047.892617817284,32633.302014310913,0.13301298561320474,0.12355339918739716,-5.324846757464385,-18.39083837195513,Tốt,Suy thoái,Thấp
2020-01-17,3.143757746718259,-1.643759971429177,797.83969635259,35510.598693676075,2020,1,1,4,Friday,January,0,2.7573189260092894,2.6639821095625713,-3.1197815882386877,-3.334780809274904,799.707349032971,794.4790177741687,33393.60904439852,32802.55476015592,0.41251001807184595,1.54189900523464,4.04660183937553,22.825678112758574,Trung bình,Suy thoái,Thấp
2020-01-18,3.03349080751429,-3.645119754605125,810.8418681652524,37114.10969939791,2020,1,1,5,Saturday,January,1,2.766169045082956,2.684510370559889,-3.236422736209416,-3.352021861793249,801.7518228382424,795.3880650181178,34181.81201385078,33042.085590113806,-0.11026693920396902,-2.001359783175948,1.6296722101072803,4.515584261347283,Trung bình,Suy thoái,Thấp
2020-01-19,2.9392521882670146,-1.4353563441859938,721.4076468773077,34965.70751312567,2020,1,1,6,Sunday,January,1,2.8529988715654198,2.6979178346497377,-2.9100673270367423,-3.251144729287604,792.4985099819712,791.4943588001804,34081.00356163205,33143.328849219695,-0.0942386192472755,2.2097634104191313,-11.029798139347902,-5.788639963811637,Tốt,Suy thoái,Thấp
2020-01-20,3.0011141204714518,-3.2990073504658675,802.7528232960651,26537.29325619732,2020,1,1,0,Monday,January,0,2.867002962079835,2.7130776489408235,-2.7009197834800465,-3.2535378603465177,791.5028391554314,792.0572820249747,33394.22357555295,32813.02706956858,0.06186193220443714,-1.8636510062798737,11.275896058333856,-24.1048011219691,Trung bình,Suy thoái,Thấp
2020-01-21,2.9340984336487463,-2.6428874284882538,844.3368213422455,30945.189345179057,2020,1,1,1,Tuesday,January,0,2.911599395471341,2.723602448212629,-2.7372860288127785,-3.2244592683532667,793.4181013936267,794.5467838972257,32772.98771667158,32724.08241602622,-0.06701568682270542,0.6561199219776137,5.180174624044098,16.610194741516636,Tốt,Suy thoái,Thấp
2020-01-22,2.782451919132044,-3.5017570435845364,827.4620635310622,33486.25332897905,2020,1,1,2,Wednesday,January,0,2.937916134914031,2.7262774241635115,-2.764792409917539,-3.2370637126819606,795.9215529063346,796.0429329714909,32495.79028061615,32758.726548433166,-0.15164651451670252,-0.8588696150962827,-1.9985812989130824,8.211499226763873,Tốt,Suy thoái,Thấp
2020-01-23,2.891071938869888,-2.486732566886644,802.9123264804413,35405.93497159867,2020,1,1,3,Thursday,January,0,2.9607481649459557,2.733442403063789,-2.664945779949371,-3.2044406193865123,801.0790351492807,796.3416022544887,33423.58382973625,32873.822566831666,0.10862001973784396,1.0150244766978926,-2.9668716105072934,5.732745385875471,Tốt,Suy thoái,Thấp
2020-01-24,2.8643840718367946,-3.3276621465977683,788.2367554060353,28109.45515560365,2020,1,1,4,Friday,January,0,2.92083763996289,2.7388983059293306,-2.905503233544884,-3.2095748496869816,799.7071864426299,796.0039003024699,32366.277610011613,32675.3072580305,-0.026687867033093227,-0.8409295797111245,-1.8277924737730933,-20.60806986695305,Tốt,Suy thoái,Thấp
2020-01-25,3.188836083119373,-2.738944727820111,800.1534036992738,31796.23859987456,2020,1,1,5,Saturday,January,1,2.9430298221921873,2.756895817016933,-2.776049658289882,-3.1907496448123065,798.1802629474902,796.169880438342,31606.58173865114,32640.144511704264,0.3244520112825784,0.5887174187776574,1.5118107867350128,13.115812540165672,Trung bình,Suy thoái,Thấp
2020-01-26,2.700388777384876,-3.420645322765359,789.7185645041969,30093.168192335143,2020,1,1,6,Sunday,January,1,2.908906477780453,2.7547224693387764,-3.059662369515506,-3.1995917862720393,807.9389654656171,795.9217529024135,30910.50469282392,32542.18388403622,-0.48844730573449713,-0.6817005949452479,-1.3041048312529169,-5.356200866935678,Tốt,Suy thoái,Thấp
2020-01-27,3.101614286500197,-2.5959491431854618,856.585577036316,33023.73343849552,2020,1,1,0,Monday,January,0,2.9232636443559885,2.7675703144188293,-2.959225482761162,-3.1772346513429066,815.6293588570816,798.1685612036691,31837.139004580804,32560.019052719897,0.4012255091153212,0.824696179579897,8.467195218349666,9.738307470420482,Trung bình,Suy thoái,Thấp
2020-01-28,3.252265117216829,-3.074445915766167,742.4368635410287,32420.45837365235,2020,1,1,1,Tuesday,January,0,2.968716027722858,2.784880843090186,-3.0208766952294352,-3.1735636250723087,801.0722220283363,796.1781434300034,32047.89172293414,32555.0347427532,0.1506508307166321,-0.47849677258070544,-13.326013950670069,-1.8267924369203326,Trung bình,Suy thoái,Thấp
2020-01-29,3.218069062982308,-0.5367578875147139,794.2291710565663,33404.64202700084,2020,1,1,2,Wednesday,January,0,3.030947048272895,2.7998183679140523,-2.5973053872194605,-3.0826392892944607,796.3246659605512,796.1109374860918,32036.232965508676,32584.33154565829,-0.03419605423452099,2.5376880282514533,6.9759881356801,3.035687040588919,Trung bình,Suy thoái,Thấp
2020-01-30,3.214586469088427,-4.168678037619532,834.2846844354506,34755.79909806032,2020,1,1,3,Thursday,January,0,3.0771634097326865,2.8136439712865315,-2.837583311609873,-3.118840580905297,800.8064313826953,797.383395717737,31943.35641214606,32656.713797405024,-0.0034825938938811696,-3.6319201501048184,5.0433193388752295,4.044818291922869,Trung bình,Suy thoái,Thấp
2020-01-31,3.4873095841129143,-3.909387454794739,842.083829328083,28294.44681162316,2020,1,1,4,Friday,January,0,3.1661527686292747,2.8415871492268496,-2.9206869270665834,-3.1445446860260815,808.4988705144166,798.1385014905724,31969.783791577414,32364.225705484994,0.2727231150244873,0.25929058282479334,0.9348301650665025,-18.590717100783806,Trung bình,Suy thoái,Thấp
2020-02-01,3.451057128140081,-0.8095443741900215,770.2839102460794,30801.106811191683,2020,2,1,5,Saturday,February,1,3.2036129179179476,2.874797253912086,-2.6450583051194276,-3.063724933267443,804.2318000211031,795.5687523499342,31827.62210747986,32230.852459609425,-0.03625245597283344,3.0998430806047175,-8.526457412119449,8.85919423078738,Trung bình,Suy thoái,Thấp
2020-02-02,3.329895409526292,-3.5034756541161998,753.480097068016,32705.68892441808,2020,2,1,6,Sunday,February,1,3.2935424367952923,2.9054885114223117,-2.656891209598119,-3.098592789857515,799.0548761016486,794.4815066116807,32200.839354920277,32284.281732447052,-0.12116171861378877,-2.6939312799261783,-2.1815090455018282,6.183485953609824,Trung bình,Suy thoái,Thấp
2020-02-03,3.0063088858821687,-2.5264075693648183,772.4172729729859,37149.80321505262,2020,2,1,0,Monday,February,0,3.2799273795641457,2.91744585156939,-2.6469566990523132,-3.019030367347749,787.03083266403,795.28700020996,32790.27789442844,32495.50392587291,-0.3235865236441233,0.9770680847513815,2.513294774295871,13.58819959703268,Trung bình,Suy thoái,Thấp
2020-02-04,3.115024012299129,-3.322061516205676,824.4055165210901,28807.407050698133,2020,2,1,1,Tuesday,February,0,3.260321507433045,2.9447416298493723,-2.6823303562579572,-3.040240662307781,798.7406402326102,797.0085415028509,32274.127705434978,32513.64786436304,0.10871512641696013,-0.7956539468408579,6.730590493918487,-22.456097858882483,Trung bình,Suy thoái,Thấp
2020-02-05,3.4432379803812387,-1.692857245717572,751.7755029631631,33053.90157559692,2020,2,1,2,Wednesday,February,0,3.292488495632893,2.9573597415061976,-2.8474874074297944,-2.9891433604821485,792.6758305049813,795.3335300636015,32224.021926662994,32674.586068837616,0.3282139680821099,1.6292042704881042,-8.809986360161503,14.740981433786748,Trung bình,Suy thoái,Thấp
2020-02-06,3.477964838274527,-2.2181771282226896,762.8914786736575,28538.63016074717,2020,2,1,3,Thursday,February,0,3.330113976945193,2.9904023966939337,-2.5688444203731025,-2.9667800177465673,782.4768011104392,795.2475729301458,31335.854935618252,32504.97060569462,0.03472685789328844,-0.5253198825051177,1.4786296795626042,-13.66032812956427,Trung bình,Suy thoái,Thấp
2020-02-07,3.581582469685069,-2.7030153267668138,807.5147855103763,33539.34462849093,2020,2,1,4,Friday,February,0,3.343581532026929,3.026628199249291,-2.3965055449405415,-2.9471574036456847,777.5383662793383,796.0997723927211,32085.12605231365,32354.387608193425,0.10361763141054192,-0.48483819854412413,5.849233879804205,17.522615625125137,Trung bình,Suy thoái,Thấp
2020-02-08,3.245992583526453,-2.7677463028389964,808.7921741989604,30356.945745920897,2020,2,1,5,Saturday,February,1,3.3142865970821256,3.0449629242808856,-2.6762486776046805,-2.9041585827751217,783.0395468440356,795.5702999539167,32021.67447156068,32405.03683138789,-0.33558988615861596,-0.06473097607218259,0.15818765321762296,-9.488554167712193,Trung bình,Suy thoái,Thấp
2020-02-09,4.034732353343427,-2.5261670790882125,764.2608950839206,34469.66082590149,2020,2,1,6,Sunday,February,1,3.4149775890560017,3.086532033442286,-2.536633166886397,-2.8230418146154026,784.5796608463078,795.7071825056124,32273.670457486878,32451.006068664363,0.7887397698169742,0.2415792237507839,-5.5058988619844484,13.547855289536903,Trung bình,Suy thoái,Thấp
2020-02-10,3.2075954989318034,-2.212915396257548,834.7578673702221,30037.95304494487,2020,2,1,0,Monday,February,0,3.443732819491664,3.0944005509400583,-2.4918485707282154,-2.8025179371969866,793.4854600459129,796.9814263670081,31257.6918617572,32399.048206388117,-0.827136854411624,0.3132516828306646,9.22420246015081,-12.856836054581978,Trung bình,Suy thoái,Thấp
2020-02-11,3.814012838773297,-2.5872190730635016,824.6618047998347,38190.37894796184,2020,2,1,1,Tuesday,February,0,3.543588366130831,3.1438195321361757,-2.386871078850762,-2.76476376601928,793.5220726571622,798.2641252979624,32598.116418509162,32483.01528203162,0.6064173398414936,-0.3743036768059538,-1.20946000810912,27.140417627055836,Trung bình,Suy thoái,Thấp
2020-02-12,3.476383565199139,-3.75373616435749,773.3145671112343,30052.569145103684,2020,2,1,2,Wednesday,February,0,3.5483234496762455,3.1629294680804625,-2.681282352942179,-2.7311202996524386,796.5990818211724,797.0505268989419,32169.35464272441,32439.94248157671,-0.3376292735741582,-1.1665170912939882,-6.226460033645386,-21.30853379053067,Trung bình,Suy thoái,Thấp
2020-02-13,3.551869487175769,-2.658848025183356,808.3007239799006,34981.549747108074,2020,2,1,3,Thursday,February,0,3.558881256662137,3.193927670989381,-2.7442353382222744,-2.7401377767865798,803.0861168649213,796.2962181757761,33089.77172649025,32429.53279456869,0.07548592197663018,1.0948881391741336,4.524181795690119,16.401195445905635,Trung bình,Suy thoái,Thấp
2020-02-14,3.603900567563372,-1.5464659228426831,792.0602950028613,40660.50749976886,2020,2,1,4,Friday,February,0,3.5620695563590377,3.2274498651403865,-2.5790139948045407,-2.6813795616862945,800.8783325067049,795.7002979111346,34107.080708101385,32603.99519851542,0.05203108038760318,1.112382102340673,-2.009206288604426,16.2341514132897,Trung bình,Suy thoái,Thấp
2020-02-15,3.8127002043295017,-3.8571575564162823,767.8732250581667,33947.41724572956,2020,2,1,5,Saturday,February,1,3.64302778790233,3.2634982809964894,-2.7346441738870104,-2.7037628476780435,795.0327683437343,795.7357403870794,34620.00520807405,32771.8631024478,0.20879963676612956,-2.310691633573599,-3.0536904951923183,-16.51009952120608,Trung bình,Suy thoái,Thấp
2020-02-16,3.582961164402245,-2.285999505907908,814.1971287372063,32281.51326202938,2020,2,1,6,Sunday,February,1,3.5784890466250188,3.278138394919289,-2.7003345205755385,-2.7251708321606682,802.1665160084895,796.2809881332333,34307.41269894947,32664.22692139291,-0.22973903992725653,1.5711580505083744,6.032754127548934,-4.907307002596017,Trung bình,Suy thoái,Thấp
2020-02-17,3.4209618845794783,-4.514847224685864,786.6045514379894,35069.19638297042,2020,2,1,0,Monday,February,0,3.6089699588604,3.2910540974881286,-3.029181924636726,-2.7541617478300258,795.2874708753134,795.473077575658,35026.161747238824,32596.063144178665,-0.16199927982276696,-2.2288477187779563,-3.388930803773793,8.635540404544816,Trung bình,Suy thoái,Thấp
2020-02-18,3.764228123239061,-4.2457387787119885,805.1954277755354,33655.95213918651,2020,2,1,1,Tuesday,February,0,3.6018578566412236,3.31855329532053,-3.2661133111579383,-2.847841162314226,792.506559871842,798.2660036055988,34378.386488842356,32552.404631714027,0.3432662386595826,0.26910844597387573,2.363433608864862,-4.0298734774264044,Trung bình,Suy thoái,Thấp
2020-02-19,3.45984276913966,-2.846274894054472,801.74626155338,29071.08910650813,2020,2,1,2,Wednesday,February,0,3.5994948857755844,3.3338442502761367,-3.1364759868289362,-2.8327500804338457,796.5682305064341,798.2324515475094,34238.175054757274,32636.86449339105,-0.3043853540994008,1.3994638846575165,-0.42836386089327716,-13.622740529572198,Trung bình,Suy thoái,Thấp
2020-02-20,3.857336208104485,-2.4392154736317657,832.4915372952584,35661.406156104706,2020,2,1,3,Thursday,February,0,3.6431329887654007,3.3646188427579946,-3.1050999080358523,-2.825961015271963,800.0240609800568,797.837608745943,34335.297398899645,32794.07172042191,0.3974934389648248,0.40705942042270626,3.8347887874537134,22.66965996853969,Trung bình,Suy thoái,Thấp
2020-02-21,3.3616991896128727,-3.937825039915123,815.4510580162598,34041.357852736626,2020,2,1,4,Friday,February,0,3.608532791915329,3.383927085107356,-3.4467226390462002,-2.8404966151496494,803.3655985533994,797.4372418954497,33389.704592180766,32812.57520454716,-0.4956370184916121,-1.4986095662833572,-2.046925225734131,-4.542861535735465,Trung bình,Suy thoái,Thấp
2020-02-22,3.954514305891814,0.8527314906547212,817.126715320795,35906.6969205418,2020,2,1,5,Saturday,February,1,3.6287919492813736,3.419375164008087,-2.7738813466074856,-2.729181146564937,810.4018114480606,797.9110548567949,33669.60168858251,32829.26726951193,0.5928151162789415,4.7905565305698445,0.20548839664413787,5.479625918198261,Trung bình,Chậm,Thấp
2020-02-23,4.111200529047961,-2.348608748694202,790.5419226607896,34776.9076614798,2020,2,1,6,Sunday,February,1,3.704254715659333,3.4609357125817923,-2.782825524148385,-2.696546033301485,807.0224962942867,797.9878937652866,34026.086602789714,33051.51568637447,0.156686223156147,-3.2013402393489234,-3.2534479856736187,-3.1464583377360356,Trung bình,Suy thoái,Thấp
2020-02-24,3.618152435638729,-3.236818606740009,785.4390935651269,32745.622418158968,2020,2,1,0,Monday,February,0,3.7324247943820836,3.4752462576657708,-2.600250007298977,-2.7131418292654814,806.8560023124493,797.497416760815,33694.14746495951,33083.161813650615,-0.4930480934092323,-0.8882098580458067,-0.645484945123187,-5.84090242609685,Trung bình,Suy thoái,Thấp
2020-02-25,4.569397570002053,-4.8672651925917485,820.5878057112354,27661.852386431045,2020,2,1,1,Tuesday,February,0,3.8474490010625106,3.5375465507530097,-2.6890394949960856,-2.7613624915930277,809.0549134461207,798.5263914677163,32837.84750028015,33002.11795345381,0.9512451343633241,-1.6304465858517396,4.475039813280457,-15.52503710819293,Trung bình,Suy thoái,Thấp
2020-02-26,3.7584204402631705,-1.911049403032634,801.9284005728639,29266.765666212083,2020,2,1,2,Wednesday,February,0,3.890102954080155,3.5594400892117757,-2.5554358534215376,-2.7385325002546,809.080933306047,796.7044855856013,32865.801294523575,32876.88569437769,-0.8109771297388826,2.9562157895591143,-2.2739071929296695,5.801900962237427,Trung bình,Suy thoái,Thấp
2020-02-27,3.710408887222009,-2.320402251065324,778.0890010484859,33149.37576874592,2020,2,1,3,Thursday,February,0,3.8691133368112296,3.574711548211949,-2.5384625359120454,-2.713397711431239,801.309142413651,797.8928901691831,32506.93981061518,32901.18294088081,-0.04801155304116156,-0.40935284803269023,-2.9727591026016964,13.266276659385824,Trung bình,Suy thoái,Thấp
2020-02-28,3.963671551971145,-3.651600347605817,864.3183226797598,34401.75706695404,2020,2,1,4,Friday,February,0,3.9551093885766977,3.599564964511577,-2.497573294153573,-2.8172257934342757,808.2901802227224,800.2291952232896,32558.425412646237,32934.420108879254,0.25326266474913606,-1.331198096540493,11.082192591731621,3.777993609728525,Trung bình,Suy thoái,Thấp
2020-02-29,3.3674572240027176,-2.813545685230572,780.1464060569483,35057.30000438867,2020,2,1,5,Saturday,February,1,3.8712440911639696,3.604660656342053,-3.0213271764229006,-2.7720547150213104,803.0072788993157,798.4245859440063,32437.08299605293,32944.4701390902,-0.5962143279684273,0.8380546623752454,-9.73853202161008,1.9055507431169572,Trung bình,Suy thoái,Thấp
2020-03-01,3.76224377847019,-3.114736441466899,815.1496183694137,35097.265582510365,2020,3,1,6,Sunday,March,1,3.821393126795716,3.613825129487295,-3.1307739896761433,-2.745566347910382,806.5226640005477,797.5267789120505,32482.848413343014,33171.23076478644,0.39478655446747224,-0.3011907562363274,4.48674915896623,0.11400073056593296,Trung bình,Suy thoái,Thấp
2020-03-02,3.6649110778832674,-3.3345012358409485,785.7516406651713,30540.012302278865,2020,3,1,0,Monday,March,0,3.8280729328306506,3.6209535944787348,-3.1447286509762775,-2.8297315766320796,806.5673135862683,798.0423699260203,32167.761253931567,33162.52761448935,-0.09733270058692245,-0.21976479437404928,-3.606451753366302,-12.984639129557907,Trung bình,Suy thoái,Thấp
2020-03-03,4.579636272084329,-2.5950182890390443,762.1734813699486,35253.58584116433,2020,3,1,1,Tuesday,March,0,3.82953560455669,3.6626116232306694,-2.8201219504687485,-2.7994496644628413,798.2224101089416,798.3321494027514,33252.29460460775,33247.45751171422,0.9147251942010617,0.7394829468019042,-3.0007139756352053,15.434091814474282,Trung bình,Suy thoái,Thấp
2020-03-04,4.71164685910379,-1.9675347394488527,754.4189010213796,31047.297781401245,2020,3,1,2,Wednesday,March,0,3.965710807248207,3.7194562223380574,-2.828191284242494,-2.7808205701323088,791.4353387444438,797.7322036710312,33506.656335349064,33044.04066392584,0.13201058701946078,0.6274835495901916,-1.017429829050298,-11.93151833891335,Trung bình,Suy thoái,Thấp
2020-03-05,4.480073344755986,-3.707669465618781,813.3145828443869,34823.90216028801,2020,3,1,3,Thursday,March,0,4.075662872610204,3.7649578667532855,-3.0263723148929875,-2.7936741684460795,796.4675647152869,797.3625058818077,33745.87439128364,33244.59050091218,-0.2315735143478035,-1.7401347261699283,7.806761169858101,12.164035677040875,Trung bình,Suy thoái,Thấp
2020-03-06,3.846920858526575,-3.0595253560618,702.7619797979278,29426.83707599713,2020,3,1,4,Friday,March,0,4.058984202118122,3.7784139626914635,-2.9417901732438425,-2.83922977212422,773.3880871607396,795.7287217763,33035.17153543265,33123.68835092551,-0.6331524862294113,0.6481441095569811,-13.592846529300628,-15.498162898141576,Trung bình,Suy thoái,Thấp
2020-03-07,4.074229554582052,-4.2477831819648495,848.9723391179491,28209.575866118103,2020,3,1,5,Saturday,March,1,4.15995167791517,3.7982894532350477,-3.1466812442058822,-2.9068833072489593,783.220363312311,798.5980837911096,32056.925229965436,33112.71987443788,0.2273086960554771,-1.1882578259030496,20.80510379375713,-4.136568285389808,Trung bình,Suy thoái,Thấp
2020-03-08,4.042986653990905,-2.8692594227139088,843.2381986719835,28192.41354646168,2020,3,1,6,Sunday,March,1,4.200057802989558,3.8136695927119084,-3.1116130986697406,-2.9124247771138623,787.2330176412496,799.7888642298299,31070.517796244192,32934.488838370235,-0.031242900591147205,1.3785237592509407,-0.6754213514097773,-0.06083863060498684,Trung bình,Suy thoái,Thấp
2020-03-09,4.548949125646488,-2.989766938980413,770.5547404685615,33886.310422789815,2020,3,1,0,Monday,March,0,4.326348952670018,3.8571014774492434,-3.0623653419753785,-2.9198254649852426,785.0620318988767,798.5142831054832,31548.560384888617,33052.134327599204,0.5059624716555833,-0.12050751626650413,-8.619564236759103,20.19655701681757,Trung bình,Suy thoái,Thấp
2020-03-10,4.28471790867204,-3.6002168771587946,802.0940625497005,31344.05920941472,2020,3,1,1,Tuesday,March,0,4.284217757896834,3.8654343292935303,-3.2059651402781997,-2.955627124920929,790.7649720674127,799.7753886876759,30990.056580352953,32947.94760704964,-0.26423121697444785,-0.6104499381783817,4.093067036608011,-7.502295710734364,Trung bình,Suy thoái,Thấp
2020-03-11,4.284055203575375,-2.337869325478953,847.5805044843605,28786.55350351945,2020,3,1,2,Wednesday,March,0,4.223133235678489,3.901316319448316,-3.258870081139643,-2.9597922558949756,804.0737725621244,800.2028099248138,30667.09311208413,32906.234289002125,-0.0006627050966656611,1.2623475516798415,5.670961057867374,-8.159459146016035,Trung bình,Suy thoái,Thấp
2020-03-12,4.914910012396881,-4.952087799522502,795.4464471489325,34264.95161945373,2020,3,1,3,Thursday,March,0,4.2852527596271885,3.9380128919024355,-3.436644128840175,-3.038621213443609,801.5211817484878,799.2289646697837,30587.24303482209,32775.38671138519,0.630854808821506,-2.614218474043549,-6.150926910139898,19.031101153753905,Trung bình,Suy thoái,Thấp
2020-03-13,4.384297560320509,-3.6226995198205936,793.7563324892817,31020.9971960235,2020,3,1,4,Friday,March,0,4.362020859883464,3.9682766917398142,-3.5170975808057166,-3.0342533252923785,814.5203749901099,799.910356849052,30814.980194825857,32807.66764641585,-0.5306124520763715,1.3293882797019085,-0.21247372035020362,-9.46726690134444,Trung bình,Suy thoái,Thấp
2020-03-14,4.148190572916737,-2.1503979029789755,810.7104645789515,30421.27121421804,2020,3,1,5,Saturday,March,1,4.372586719645562,3.9881540612645137,-3.2174711123791626,-3.017304987885566,809.0543929131102,799.990681535687,31130.936673125845,32655.65836198618,-0.23610698740377245,1.472301616841618,2.135936608719735,-1.933290467794313,Trung bình,Suy thoái,Thấp
2020-03-15,4.619879962629975,-2.6927004791233906,824.3858635651688,34388.88652577084,2020,3,1,6,Sunday,March,1,4.455000049451144,4.022020041100067,-3.192248406151946,-3.0555128064282564,806.3612021835653,801.0682004877639,32016.147098741443,32446.604329519578,0.47168938971323815,-0.5423025761444151,1.6868413057082865,13.042240357459,Trung bình,Suy thoái,Thấp
