date,unemployment_rate,gdp_growth,stock_index,retail_sales
2020-02-07,3.581582469685069,-2.7030153267668138,807.5147855103763,33539.34462849093
2020-02-08,3.245992583526453,-2.7677463028389964,808.7921741989604,30356.945745920897
2020-02-09,4.034732353343427,-2.5261670790882125,764.2608950839206,34469.66082590149
2020-02-10,3.2075954989318034,-2.212915396257548,834.7578673702221,30037.95304494487
2020-02-11,3.8140128387732966,-2.5872190730635016,824.6618047998347,38190.37894796184
2020-02-12,3.476383565199139,-3.7537361643574894,773.3145671112343,30052.569145103684
2020-02-13,3.551869487175769,-2.658848025183356,808.3007239799006,34981.549747108074
2020-02-14,3.603900567563372,-1.5464659228426831,792.0602950028613,40660.50749976886
2020-02-15,3.8127002043295017,-3.8571575564162828,767.8732250581667,33947.41724572956
2020-02-16,3.582961164402245,-2.285999505907908,814.1971287372063,32281.51326202938
2020-02-17,3.4209618845794783,-4.514847224685864,786.6045514379894,35069.19638297042
2020-02-18,3.7642281232390613,-4.2457387787119885,805.1954277755354,33655.95213918651
2020-02-19,3.45984276913966,-2.846274894054472,801.74626155338,29071.08910650813
2020-02-20,3.857336208104485,-2.4392154736317657,832.4915372952584,35661.406156104706
2020-02-21,3.3616991896128727,-3.937825039915123,815.4510580162598,34041.357852736626
2020-02-22,3.954514305891814,0.8527314906547212,817.126715320795,35906.6969205418
2020-02-23,4.111200529047961,-2.348608748694202,790.5419226607896,34776.9076614798
2020-02-24,3.6181524356387285,-3.236818606740009,785.4390935651269,32745.622418158968
2020-02-25,4.569397570002053,-4.8672651925917485,820.5878057112354,27661.852386431045
2020-02-26,3.7584204402631705,-1.911049403032634,801.9284005728639,29266.765666212083
2020-02-27,3.7104088872220093,-2.320402251065324,778.0890010484859,33149.37576874592
2020-02-28,3.9636715519711445,-3.651600347605817,864.3183226797598,34401.75706695404
2020-02-29,3.3674572240027176,-2.8135456852305722,780.1464060569483,35057.30000438867
2020-03-01,3.76224377847019,-3.114736441466899,815.1496183694137,35097.265582510365
2020-03-02,3.6649110778832674,-3.3345012358409485,785.7516406651713,30540.012302278865
2020-03-03,4.579636272084329,-2.5950182890390443,762.1734813699486,35253.58584116433
2020-03-04,4.71164685910379,-1.9675347394488532,754.4189010213796,31047.297781401245
2020-03-05,4.480073344755986,-3.707669465618781,813.3145828443869,34823.90216028801
2020-03-06,3.846920858526575,-3.0595253560618,702.7619797979278,29426.83707599713
2020-03-07,4.074229554582052,-4.2477831819648495,848.9723391179491,28209.575866118103
2020-03-08,4.042986653990905,-2.8692594227139088,843.2381986719835,28192.41354646168
2020-03-09,4.548949125646488,-2.989766938980413,770.5547404685615,33886.310422789815
2020-03-10,4.28471790867204,-3.6002168771587946,802.0940625497005,31344.059209414718
2020-03-11,4.284055203575375,-2.3378693254789535,847.5805044843605,28786.55350351945
2020-03-12,4.914910012396881,-4.952087799522502,795.4464471489325,34264.95161945373
2020-03-13,4.384297560320509,-3.6226995198205936,793.7563324892817,31020.9971960235
2020-03-14,4.148190572916737,-2.1503979029789755,810.7104645789515,30421.27121421804
2020-03-15,4.619879962629975,-2.6927004791233906,824.3858635651688,34388.88652577084
2020-03-16,4.126301496723379,-3.5601810401969693,822.4188081536979,34331.110796300396
2020-03-17,4.393729521810756,-2.882672616691218,838.3299468736527,30725.28583349251
2020-03-18,4.589129214351011,-3.202192652433894,793.4695639031834,35796.33055596157
2020-03-19,4.697624904696409,-2.1864903639993614,839.1643642146298,32563.011524898277
2020-03-20,4.679585891388489,-3.310266756593456,809.7249905746532,32109.570836896946
2020-03-21,4.529098789497816,-2.4048429745630866,775.4533795029959,38777.16182705638
2020-03-22,4.22319478555009,-4.214188612787732,834.7433262050021,34874.988081888805
2020-03-23,4.737235945115646,-2.37165449073572,799.6325968145926,29808.236885542505
2020-03-24,4.597741367458117,-3.677161711512112,829.2535920025325,32058.827855493582
2020-03-25,4.352350840962246,-3.3213858416529933,812.3879436282688,30808.826341588076
2020-03-26,4.378333881330071,-2.7563127885080876,807.3489971332617,30979.17047388661
2020-03-27,4.508688508314504,-2.7679500626423637,756.5574697550803,28277.608676870335
2020-03-28,4.459466733624269,-3.213447151711847,809.3272269679402,36926.068650848654
2020-03-29,4.957297886960606,-3.1599385299634273,799.4295137629193,29492.411906086574
2020-03-30,4.719446059202283,-3.2886586389201384,809.6815568101426,30018.307169343032
2020-03-31,4.9058039542723515,-1.4672610869974223,796.7371955462943,33705.13516629682
2020-04-01,4.982043197513334,-3.401220471885836,806.7227744543125,32537.777202345384
2020-04-02,4.82930282956465,-3.7730097838554664,800.7353052277683,33993.99487373635
2020-04-03,5.260343082338513,-2.040729173914793,864.5954737253467,30197.957311335853
2020-04-04,5.111696191016203,-2.8166579942616483,865.6940879965301,30075.105143934547
2020-04-05,4.623083447345767,-3.599392645444022,736.2831282707058,30922.734934957716
2020-04-06,4.672260201533891,-2.8496062135237925,810.2526792733148,38128.51251764766
2020-04-07,5.210127151455815,-3.576903655662403,773.0475598595492,33975.757514519515
2020-04-08,4.5539300378938075,-1.1685412341456463,835.3832036216386,31092.473043685884
2020-04-09,4.461059641272737,-1.6461276258345872,796.5638046424215,36213.44893592039
2020-04-10,4.52167170236169,-3.599375022953773,800.1573109915455,32640.941781294227
2020-04-11,4.889980358556227,-2.3771500676525013,767.9713871185222,32072.86154493612
2020-04-12,5.086088689513569,-2.485561165941251,821.3484463426666,29126.073724486392
2020-04-13,4.6147657487793134,-1.722323178101491,809.9694203593878,30254.540390330338
2020-04-14,5.565345592656756,-2.8843253657071415,835.3789155219148,32702.555444230326
2020-04-15,5.743224377464596,-1.2446591575567956,792.5310755456278,35414.712852863064
2020-04-16,5.343612784875544,-1.6313684424676513,771.0522961825968,34558.15437999532
2020-04-17,5.492527346054877,-4.7587394864231145,764.5022446200268,26382.3034667197
2020-04-18,5.119177949666633,-2.282457744204038,845.0707115628809,32722.284341259325
2020-04-19,5.713584663671387,-4.380101458214892,748.8985268193453,32333.356903310145
2020-04-20,5.365219634681792,-3.032694748094093,737.9767369988037,32232.639881461633
2020-04-21,4.883659149848544,-2.3303274511699614,810.9979473829054,29680.360641017935
2020-04-22,5.1458399247989925,-4.059213521888951,798.1196270818049,35365.42696150371
2020-04-23,5.029282186099336,-2.495953484482156,784.0922714488268,30121.381503212968
2020-04-24,5.317890892013632,-4.035242322419374,783.3905208395845,28906.366322233454
2020-04-25,5.964417539874916,-2.964736448028271,779.0082347602224,33141.93973220266
2020-04-26,5.366301585092751,-3.220969599533223,818.4250010013028,34772.52313014191
2020-04-27,5.265849655716842,-3.57581824064468,791.7484490854507,25594.236505793247
2020-04-28,4.995442681340434,-1.6331257325554753,849.3490314050385,31752.891881330866
2020-04-29,5.6479670889167295,-2.688749845456464,892.3664242536571,35858.72473430373
2020-04-30,5.46162472255577,-3.9555404406004255,751.8066103922728,33110.39090760167
2020-05-01,5.298094776414709,-4.422253709597674,780.6028134727242,29255.355989156815
2020-05-02,6.056142490521769,-2.1183602430505495,799.7608207605015,36939.83241667008
2020-05-03,5.598210492294285,-3.8612842013282638,845.6937223180897,34116.73013105398
2020-05-04,5.288826153702063,-3.190338678083608,773.7314523984572,28351.600807106992
2020-05-05,5.902853264259493,-1.0905833595298695,758.0429727854257,34188.90771007171
2020-05-06,5.454807229263452,-3.4871253837646963,782.2281822728339,29908.027690960553
2020-05-07,5.689556488383448,-3.8309501164110378,808.1137047733952,32349.28567165259
2020-05-08,5.6283155859400775,-3.907563662041598,782.69686008295,34766.173677477265
2020-05-09,5.875275156287314,-3.977555244798551,802.9799691628767,34754.16137011537
2020-05-10,5.249178415663589,-2.456639807620065,780.1212872316246,34211.79600577948
2020-05-11,5.546022253037245,-4.8048821006645195,751.1737268635052,32644.254839984147
2020-05-12,5.877916750516445,-3.904316625104409,819.1577737633212,27515.43981319312
2020-05-13,5.805176060405805,-4.211016199762456,780.4449167659352,32642.19601394924
2020-05-14,5.591875990414814,-3.3845555442298254,830.1887842764332,30769.324391430553
2020-05-15,6.125707633619543,-4.129706854657618,815.8941253374585,36824.7058619737
2020-05-16,5.158506649961813,-3.796895255470477,817.3121638154162,31890.86384187102
2020-05-17,6.036343762011393,-3.6039851867158204,802.597693624187,32032.96829382376
2020-05-18,6.300334618497941,-2.745579156698787,810.1280798622561,31264.369101632597
2020-05-19,5.828718132778252,-3.432558187819621,811.8335642713489,31237.04655753921
2020-05-20,6.086932457068924,-0.9245992013545612,826.1337411029508,31521.929403496477
2020-05-21,6.385364176649184,-3.4080753730215516,738.8562639446644,29475.74106724779
2020-05-22,5.488762423692243,-3.3515134840413086,800.5525513756866,37529.31193682585
2020-05-23,6.173078212129248,-3.2191005288088643,824.8821674355047,25866.594072976346
2020-05-24,6.170684367432569,-2.2291348061130334,755.6424126266047,35931.26212962079
2020-05-25,6.226548922248324,-3.4152879139008014,818.9834559831885,39312.078573413186
2020-05-26,6.204559876517549,-2.751779413699664,786.2191730137927,29950.466891605625
2020-05-27,6.424100744963273,-3.8560838259088674,802.1469871165817,31067.02765970465
2020-05-28,6.343693947723918,-2.6663378947130516,831.126198327737,30969.95080343576
2020-05-29,6.144037519411988,-3.9787637157823075,786.6712021977166,33631.901479134554
2020-05-30,6.477096584993606,-3.9221653241776253,826.0881776031698,36566.91357641485
2020-05-31,6.39903047096711,-1.123204187441934,776.7863240268928,28766.03589006575
2020-06-01,5.766383925328716,-1.503955688510817,819.6309696906218,32333.245987268634
2020-06-02,6.408990587895946,-4.125489047298377,873.3725593885048,32887.66354592568
2020-06-03,6.3828184383814675,-2.274233376101308,814.4302769521014,33171.652072837394
2020-06-04,6.137857663366407,-2.5285316428640043,856.460734894251,36536.26013846493
2020-06-05,6.877955987991819,-3.5112156764311853,770.3118553922426,32122.639239701057
2020-06-06,6.441717473686609,-1.9058084815290515,749.2260611085554,37088.65095838184
2020-06-07,6.402597630426303,-3.42688106994742,769.636868742195,27535.42998440269
2020-06-08,6.721951175188574,-2.926682032811596,761.3011730077684,28614.763683809153
2020-06-09,6.399264590212962,-1.330978474710607,792.2122594590919,27990.571140645683
2020-06-10,6.451277080774217,-3.2727235697476704,719.0934007117528,32337.115400446564
2020-06-11,6.480719640937397,-2.3037936351865818,855.4686828483603,35879.695088643275
2020-06-12,6.49433339283355,-4.10652590874167,877.2007940974959,32677.655302043466
2020-06-13,6.6041787875738835,-3.0241250871100034,805.9425428230356,32066.918764228172
2020-06-14,6.452901397935929,-3.546858941240392,799.0174018935201,30869.725686598704
2020-06-15,6.43614626519685,-2.893569772308103,792.3506834773743,37011.978965748065
2020-06-16,5.8797090574820965,-1.9084931480775382,837.3825557749288,26279.82930277555
2020-06-17,6.597193721775896,-3.3714408659957913,757.7746491584653,30166.549937227373
2020-06-18,6.391827246360251,-1.2477295565763773,828.0703517944238,36314.665284982475
2020-06-19,6.966501619212971,-4.129051771217229,784.2643920116068,33968.123683683756
2020-06-20,6.408361657332417,-2.287001569827612,792.7902380552559,31375.537577351206
2020-06-21,7.0132879904610474,-2.55573668851396,789.1710150254276,35977.98941009274
2020-06-22,6.500681001720031,-2.3840643930557364,817.7930377390516,31571.360682058028
2020-06-23,6.947839906672635,-4.251113576385303,827.720810576207,31945.293590671034
2020-06-24,6.718183093844289,-1.9509907741631107,778.8696892837172,28274.616110909323
2020-06-25,6.433011247942829,-2.39399004865436,761.5871194251115,37764.38254595309
2020-06-26,6.300421177634883,-1.3035436317099618,806.3305240160786,32209.860664388823
2020-06-27,6.7865242739573155,-2.600863885647929,798.8709589272546,35809.90564604956
2020-06-28,7.009268294598612,-2.849698238538122,789.0916336335844,32329.163128836797
2020-06-29,7.0923405306676175,-4.710168392656626,759.5544373368286,34729.79228206814
2020-06-30,7.076259631438383,-3.183983336352679,800.5530179919618,33542.74511608501
2020-07-01,6.888072095907192,-1.7783047254023128,905.8753576529305,29564.881667154903
2020-07-02,7.197475826714342,-2.7025836042378404,930.8746691197694,33917.79244723913
2020-07-03,7.176808920294163,-0.017309016054486093,949.9642333338772,35543.11019505439
2020-07-04,6.572737730600506,-2.2795769667357018,881.2554426691296,32578.2731506325
2020-07-05,7.305297706140737,-1.7257438131534655,905.6030029343124,30233.851202940034
2020-07-06,6.991544659102416,-2.4066610968482225,872.3030026166729,28444.946183150998
2020-07-07,6.9072380241068,0.05364179660783952,871.5180333350418,40397.14619451217
2020-07-08,7.372995370264267,-0.8151638763051261,874.2492665945636,34600.929638226975
2020-07-09,7.077308652128668,-0.8779901853546386,976.8025361480638,32211.82030082605
2020-07-10,7.619781997885703,-1.7031764251258874,898.9503452850912,37812.40190690653
2020-07-11,7.11190988266367,0.8124485579969287,921.2325580636642,30812.599672317196
2020-07-12,7.514722321716657,-0.027445550373270122,918.6542988665159,27789.32584032863
2020-07-13,7.1318588472525395,-1.2475186355515047,897.7669971269986,34362.016292652035
2020-07-14,7.428310300279976,-2.3353443587101013,911.4059355301789,34331.757235851466
2020-07-15,7.567937134379313,0.08078072555462179,925.0176646364671,33877.54023768531
2020-07-16,7.403950286562406,-2.6609609335159914,912.8885465739776,33123.06306148933
2020-07-17,7.5314736511586124,-2.276748575820309,867.5683037877521,35659.45855999871
2020-07-18,7.463133453843003,-0.3184993026273756,900.8495512839138,32589.268418487234
2020-07-19,7.7814851417928,-1.516044728217374,902.8836233082295,31113.174133884873
2020-07-20,7.3946511317703045,-1.3091721234686393,906.6640131490113,31063.754135009567
2020-07-21,7.926726837672056,-1.8946073022195038,894.3938506751592,31180.806825177475
2020-07-22,8.0,-0.8034452234884254,930.9553361840591,28043.318880889085
2020-07-23,7.680115079760777,-0.11036920437656295,902.4685196782627,35696.441125196056
2020-07-24,7.469813464969889,0.4093474401855799,968.9669437085774,31411.48431868102
2020-07-25,7.516349243579769,0.4533844771177009,947.3871643719214,30931.419918540196
2020-07-26,7.548943954871243,-1.2817846088605072,859.6664846689716,29744.044160547404
2020-07-27,7.39875776997438,-1.7677975651041284,898.9594533783966,33202.64419760956
2020-07-28,8.0,-1.998354040738791,929.5296719542976,31858.033467323472
2020-07-29,7.7351608871042705,-0.32518050783339625,866.318339353131,33647.22923855215
2020-07-30,7.824935662463917,-0.5075487359918509,908.6750593172345,39865.90041973269
2020-07-31,7.608678004724606,-1.5309969550018176,881.305784207257,30833.568642519236
2020-08-01,7.633783861808044,0.1890165311075518,942.6151274396957,30787.761118751572
2020-08-02,7.600293328068732,-0.5285844436135959,883.4333086715709,34398.79545326653
2020-08-03,7.93587690625539,-2.515744114997232,946.4251560399018,37887.633019286564
2020-08-04,7.716163392854685,-1.387701559935984,908.5759617217471,33503.37036996108
2020-08-05,8.0,1.0102045387663496,894.6915831751785,30105.10826638464
2020-08-06,7.536204231595642,-1.730930039941919,899.0061908137861,37883.673590553364
2020-08-07,7.819716610289149,-0.7762120483611015,899.5073131178175,36065.17982034425
2020-08-08,8.0,-1.5308687729203205,885.3168167244534,35632.48263120722
2020-08-09,8.0,0.8467073257360336,917.517845559779,31422.12372763882
2020-08-10,8.0,0.10870358058290774,924.6144654359209,34021.82209332189
2020-08-11,8.0,0.16929559044567277,941.4647697311258,34446.12966276893
2020-08-12,8.0,-0.8532863135666772,936.1952689952507,30049.192987038292
2020-08-13,8.0,-1.3933388123273607,900.8623446880446,36335.3555878219
2020-08-14,8.0,-0.9535634518438512,859.2043157706024,34738.76069808166
2020-08-15,8.0,1.1632547233054602,890.7666529514099,33157.45098299182
2020-08-16,8.0,0.5774532797634744,897.1411340283914,33337.064577311015
2020-08-17,8.0,-0.8133908768436419,886.6069915634841,33082.26997869492
2020-08-18,8.0,-2.0265152994110602,903.9890902244063,30399.637555182482
2020-08-19,8.0,-2.523186904783775,883.2323445818523,33631.635625193565
2020-08-20,8.0,-1.0657502610729879,883.344014199204,38143.47120832177
2020-08-21,7.890595829875126,-3.198805956620082,913.2004335016,30993.837326942168
2020-08-22,8.0,-0.2916435527006467,907.314021413136,30807.764107789815
2020-08-23,7.990908680398732,-0.12754267171985534,919.5060353387598,32202.47240866185
2020-08-24,8.0,-2.0700847663261523,854.2342448722578,30424.275790356267
2020-08-25,8.0,-0.7566605506773082,892.7629182643101,33556.16618954289
2020-08-26,8.0,0.44376460407325946,897.535464648223,35851.887494764385
2020-08-27,8.0,-0.543246780846216,917.0930184069662,33843.12568005195
2020-08-28,8.0,0.3291525301324314,905.8956350910441,34627.011272765536
2020-08-29,8.0,0.4401172154494728,879.708230938222,37902.821298732444
2020-08-30,8.0,-2.430775102118048,903.8431324473237,30456.845027575357
2020-08-31,8.0,-1.652623979302391,886.6144970035566,26831.377807163408
2020-09-01,8.0,-3.4238793266289567,852.4829152954283,34781.24396843289
2020-09-02,8.0,-0.5745424382150353,870.9907157061236,32356.86593157406
2020-09-03,8.0,-2.1583646891925428,945.1019490530146,35132.08687172701
2020-09-04,8.0,-0.9731141610054692,906.2514842384265,26374.795394727127
2020-09-05,8.0,-1.6819842479977987,869.9513997031526,31656.699121342135
2020-09-06,8.0,-0.35915713873299016,882.8646303065161,34217.748344068474
2020-09-07,8.0,-0.07536631708723118,901.7889110976053,30559.189666883278
2020-09-08,8.0,-0.6065146145782504,926.8557966008319,34405.51540504591
2020-09-09,8.0,-1.5352352115605679,939.5218219690298,33092.7988140772
2020-09-10,8.0,-1.6891878180895679,952.0789140949574,33093.732350387945
2020-09-11,8.0,-1.4838858340543215,890.3895807541704,33772.49783920575
2020-09-12,8.0,-1.573700003938579,899.2693622321705,38926.81107583559
2020-09-13,8.0,-0.563676330325968,901.140104345046,32860.09398015479
2020-09-14,8.0,-2.0227925651984053,892.2787038772997,27494.247778367233
2020-09-15,8.0,-0.35280406029725897,885.5044061310188,37221.9602898701
2020-09-16,8.0,-2.46437488020982,906.7335545567992,35641.29490783646
2020-09-17,8.0,-1.45888426286894,932.3604250029389,32384.474591497878
2020-09-18,8.0,-0.11634006251332762,919.5696863524026,27770.82352904725
2020-09-19,8.0,0.38009135414745154,881.2331189547141,33687.41060031223
2020-09-20,8.0,-0.7393262341760929,883.4908453846374,30485.129896185845
2020-09-21,8.0,0.17272901925936468,916.3080046378329,31388.157003741682
2020-09-22,8.0,-3.8485426206300755,934.4629710111631,27280.858663665702
2020-09-23,8.0,-2.119669894626144,861.1595557283729,35982.48036213556
2020-09-24,8.0,-0.6534961182692842,898.5923826336244,33931.122481669365
2020-09-25,8.0,-2.2829922241885696,929.8880045834142,31018.730250516062
2020-09-26,8.0,-1.4281151609659126,945.0227937190293,35050.665226340476
2020-09-27,8.0,-1.3492577043184288,890.3509484634785,38730.243950682525
2020-09-28,8.0,-0.5699583528089304,930.9085036209552,33216.36747707954
2020-09-29,8.0,-1.1963498490849782,897.851962217578,32388.333290470477
2020-09-30,8.0,-0.9480541141927006,921.9792023164674,32257.850259674255
2020-10-01,8.0,-2.9982006845321076,927.4898302410744,33539.46542769398
2020-10-02,8.0,-3.8962553781936893,962.6512411434219,32081.23111553448
2020-10-03,8.0,-2.039905927125531,918.383217151877,29339.75331047903
2020-10-04,8.0,0.9140313538667861,894.2795279770996,33152.29861953917
2020-10-05,8.0,-0.5043181120273954,904.5125671543072,33594.883007398676
2020-10-06,8.0,-1.0576187970335853,906.032971401449,35651.96318802283
2020-10-07,8.0,0.18703030556038014,919.1619066608755,29070.98526180855
2020-10-08,8.0,-2.146345393018688,909.079063957171,30237.172449941925
2020-10-09,8.0,-0.6712375896965196,909.6407164635082,33765.76226270585
2020-10-10,8.0,-0.5464656984860201,892.6753009412805,35392.26150486507
2020-10-11,8.0,-2.2276078151369925,917.9220020954957,34603.5182269327
2020-10-12,8.0,0.3757068133116195,895.4983323890242,32876.729360414625
2020-10-13,8.0,-0.9844209524185324,867.1117473931439,28179.84735221712
2020-10-14,8.0,-1.8469613483183278,870.2582295163107,26039.829659188857
2020-10-15,8.0,-2.3230897934074983,949.2604548040911,35529.4512680279
2020-10-16,8.0,1.2524358053443088,929.4529646097478,31525.50584947413
2020-10-17,8.0,1.2909425725907417,858.3128259970921,27563.803759129325
2020-10-18,8.0,1.4397524063392728,941.5281845553155,34191.72736015708
2020-10-19,8.0,-0.14658444121969227,922.767857693603,33343.574271908125
2020-10-20,8.0,-1.0625931278995224,877.3810623339997,31657.974769399676
2020-10-21,8.0,-1.0983396267947498,870.3422667854725,29189.232048352686
2020-10-22,8.0,0.3920022863445993,927.5494981800693,27788.49818913047
2020-10-23,8.0,-0.05922881201178409,870.5253781938507,31826.100550008927
2020-10-24,8.0,-1.9683444548636353,903.1612651843787,28497.923515245388
2020-10-25,8.0,-0.680218065857463,852.2101879940499,33821.4242138812
2020-10-26,8.0,-0.44751004558285223,906.7174240219398,36592.421289921534
2020-10-27,8.0,-1.429405541125253,903.6689250909685,34129.89408710916
2020-10-28,8.0,-0.9594083087961176,878.9402493657973,30511.297247347156
2020-10-29,8.0,0.7495767431869393,862.6841029382615,30421.284406612278
2020-10-30,8.0,-0.10507562305555873,891.1515096512392,36243.2262180212
2020-10-31,8.0,-0.7210058377761981,874.9395884022073,38935.44738332016
2020-11-01,8.0,-0.6901792897729725,919.0133064279629,33741.39729235449
2020-11-02,8.0,-1.1298206997334261,901.3143441593733,32058.993995114535
2020-11-03,8.0,1.2105230015913513,883.275246449765,28390.591061262767
2020-11-04,8.0,1.5797093376543185,875.8897629609081,37417.3504163322
2020-11-05,8.0,-1.5535882417079945,917.0694923755583,37385.18986938561
2020-11-06,8.0,-1.2035803601023618,882.5495725815407,29455.729807921398
2020-11-07,8.0,-2.2239402667622565,901.0225040477768,30190.080306824075
2020-11-08,8.0,-2.555895646203627,909.9264069664337,35000.58688482677
2020-11-09,8.0,-0.6259434301524278,936.8300697741988,28871.076943926382
2020-11-10,8.0,-0.5809809906339548,878.8496443272477,32332.69276702688
2020-11-11,8.0,-0.9239946085875885,916.1626797733911,29737.979220761903
2020-11-12,8.0,-2.41371449690498,896.663218159539,29788.27707560563
2020-11-13,8.0,0.23609317521043738,932.7393036178281,34327.41436272153
2020-11-14,8.0,-1.3164084496948019,936.3929309993755,32925.150740919715
2020-11-15,8.0,-0.6066821606056281,905.7614734947009,31572.650607392497
2020-11-16,8.0,-1.152469836380544,921.2432603006578,35370.10695038375
2020-11-17,8.0,-2.331232953557778,844.9138388069011,34023.97398073763
2020-11-18,8.0,-3.152890592952483,911.6573581359289,39978.99855229837
2020-11-19,8.0,-0.16150922554835812,902.454880756427,32203.331040426572
2020-11-20,8.0,-1.2902745441886514,908.021769422157,33465.09341858804
2020-11-21,8.0,-0.007957650463477184,894.7512072991377,30232.764521521465
2020-11-22,8.0,-1.8984679817910373,900.8454347210738,32472.64301006739
2020-11-23,8.0,-0.5253017671200473,899.2491912376457,34953.298897600864
2020-11-24,8.0,-0.44218969364813776,900.3105785953014,28564.491302949522
2020-11-25,8.0,-1.3052247043546676,881.7146339352215,31939.08609104366
2020-11-26,8.0,-0.4703072456432692,897.8850366582272,33959.50493147861
2020-11-27,8.0,-2.9754665663538713,871.8199381854374,32067.737332835153
2020-11-28,8.0,-0.4000712700037955,945.9225249703109,36156.28555509195
2020-11-29,8.0,0.49072613684995203,904.4600237160633,31488.74208664588
2020-11-30,8.0,-1.3024696864881284,888.3546954437631,33011.24866712646
2020-12-01,8.0,-0.9969539798465855,913.1081450923905,36071.93882435902
2020-12-02,8.0,-2.4848979684499035,823.3823659529413,35302.95973371782
2020-12-03,8.0,-1.2247654018926835,864.8966092182192,27094.05868725994
2020-12-04,8.0,-0.24084483969735315,882.7046879781984,25000.0
2020-12-05,8.0,-0.6081959945974535,855.6326529367761,33050.07975933747
2020-12-06,8.0,-0.4207085003989116,903.5874110524246,29580.793177355336
2020-12-07,8.0,-1.15852957302697,899.1808638147021,29700.196122780413
2020-12-08,8.0,-1.8848027140269008,894.8116182022973,37635.12544042703
2020-12-09,8.0,-2.613561397876741,944.1351098248083,31872.0289685444
2020-12-10,8.0,0.039904687396076444,881.8315338078941,37978.02914064081
2020-12-11,8.0,-1.4879114081457026,964.7192463979651,30682.855230989986
2020-12-12,8.0,-0.7007074195935081,939.0522386819639,37184.53359018056
2020-12-13,8.0,-1.7534178703461833,913.7991642881735,30466.85389074368
2020-12-14,8.0,-0.8634646689172626,889.0403534606368,33054.04091759473
2020-12-15,8.0,-1.9716140385106515,936.0124172383328,30529.317163085812
2020-12-16,8.0,-0.46334724747271383,935.57112463989,34656.8599319952
2020-12-17,8.0,-1.7567950885694608,857.3456799977447,37004.00095586646
2020-12-18,8.0,-1.2508330164550474,939.8458242554717,34168.69002820198
2020-12-19,8.0,1.165002344901084,880.6944530885958,35283.52038424371
2020-12-20,8.0,-0.7314077211367431,945.8540527923759,34023.507268868874
2020-12-21,8.0,0.07250733730980219,889.0514181137135,29982.37099798298
2020-12-22,8.0,-2.9663565893760016,961.6862138982096,29190.374902834952
